회사명,거래소코드,회계년도,소속코드,통계청 한국표준산업분류 코드 10차(대분류),산업코드,산업명,산업분류,산업분류_제조업,상장일,상장폐지일,총자본증가율,유형자산증가율,유동자산증가율,재고자산증가율,자기자본증가율,매출액증가율,매출액정상영업이익률,매출액순이익률,자기자본순이익률,자본금순이익률,기업순이익률,매출원가 대 매출액비율,금융비용 대 총비용비율,감가상각률,차입금평균이자율,사내유보율,평균배당률,자기자본배당률,배당성향,자기자본구성비율,비유동비율,비유동장기적합률,유동비율,당좌비율,현금비율,매출채권 대 매입채무비율,부채비율,유동부채비율,비유동부채비율,차입금의존도,자기자본회전률,자본금회전률,매입채무회전률,재고자산회전률,비유동자산회전률,유형자산회전율,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,인건비(백만원),금융비용(백만원),임차료(백만원),세금과공과(백만원),감가상각비(백만원),부채대비영업활동현금흐름,자본대비영업활동현금흐름,매출액대비영업활동현금흐름,3년지수가중평균매출액,업력,연 변동성,PER,PBR,건설업,부동산업,label
화성산업(주),A002460,2021,1,41,41,종합건설업,F,,1988.9.29,,39.19,10.72,55.93,369.24,5.77,0.71,6.78,7.03,7.37,47.99,3.92,87.02,-0.6,16.92,1.2,0,19.45,2.91,40.54,51.61,46.23,32.99,275.16,203.91,96.72,108.41,93.77,53.62,40.15,19.1,1.04,6.78,12.73,4.37,2.23,7.74,10.23,144.17,31328.8,19.57,34.41,28434,-2458.39,5845.92,9848.29,4632.58,-0.050286472,-0.035758304,-0.095887442,42799614.5,64,0.282207443,4.6,0.4,1,0,0
화성산업(주),A002460,2022,1,41,41,종합건설업,F,,1988.9.29,,-7.65,-26.89,-11.16,13.75,-14.28,52.93,2.25,3.51,6.28,39.05,2.13,92.56,-0.95,33.19,0.41,0,7.35,1.26,14.55,47.84,55.93,38.14,245.45,164.08,61.2,22.59,109.03,62.37,46.65,27.84,1.67,10.37,13.01,3.79,3.29,13.02,14.12,251.35,60619.4,16.31,32.97,34730.25,-6105.03,11301.67,25345.15,10587.44,-0.473297697,-0.477105718,-0.877634013,54739738.8,65,0.72305195,4.26,0.31,1,0,0
화천기계(주),A010660,2019,1,29,29,기타기계및장비제조업,C,C10,1988.12.12,,-2.35,-0.57,-6.16,-10.18,0.22,-11.63,-5.82,-3.84,-4.93,-55.74,-4.19,94.25,-0.35,10.58,7.56,0,0,0,0,78.7,64.96,64.44,236.53,175.94,38.08,77.44,27.07,26.26,0.81,0.19,1.28,14.51,7.51,7.62,1.99,2.41,16.7,41.71,149.61,16.56,109.4,28923.06,-585.56,0,0,4749.62,0.108335242,0.031128375,0.098796983,13911733.97,45,0.953437849,0,0.49,0,0,1
화천기공(주),A000850,2017,1,29,29,기타기계및장비제조업,C,C10,1999.11.18,,4.13,3.05,7.26,28.47,2.19,19.26,5.28,4.18,3.18,79.23,2.21,82.07,-0.45,11.86,2.66,100,25,1.06,29.07,76.92,71.82,64.57,309.89,220.91,15.87,138.89,30.01,18.78,11.23,5.28,0.76,18.95,8.92,5.06,1.06,4.37,13.52,100.75,1137,23.38,70.94,34571.24,-899.02,0,0,3781.22,0.1092882,0.031480695,0.173968308,15903693.6,41,0.239501541,17.1,0.45,0,0,1
환인제약(주),A016580,2014,1,21,21,의료용물질및의약품제조업,C,C5,1996.7.3,,12.81,37.78,9.47,19.19,8.84,15.54,19.89,15.58,10.4,193.87,7.93,45.45,-2.53,9.05,0,100,39.35,2.02,20.3,86.54,32.22,31.41,641.18,563.45,151.19,642.98,15.55,13,2.56,0,0.67,12.44,16.15,6.89,2.19,2.69,22.75,95.81,1913.8,41.05,52.41,25971.11,-2505.5,0,0,1890.28,0.5449835,0.074145398,0.410937981,10157587.6,33,0.404420041,24.08,2.47,0,0,0
환인제약(주),A016580,2015,1,21,21,의료용물질및의약품제조업,C,C5,1996.7.3,,7.9,0.86,-0.45,7.62,9.59,20.45,17.48,14.11,10.38,211.44,8.16,50.08,-1.68,9.55,0,100,39.35,1.85,18.61,87.89,38.07,37.22,658.97,572.6,204.81,499.07,13.77,11.49,2.29,0,0.74,14.99,13.09,7.35,2.09,2.79,24.27,110.35,1906.48,39.23,53.56,30550.95,-2040.87,0,0,1916.99,0.55130865,0.080620539,0.432968886,11323960.3,34,0.455896849,15.87,1.93,0,0,0
환인제약(주),A016580,2016,1,21,21,의료용물질및의약품제조업,C,C5,1996.7.3,,3.57,10.08,4.53,-9.63,6.55,-2.77,15.3,11.6,7.69,169.05,6.05,50.97,-1.58,10.14,0,0,39.35,1.73,23.28,90.42,36.32,35.8,813.29,721.14,287.38,688.04,10.59,9.13,1.46,0,0.66,14.57,12.89,7.25,1.78,2.57,20.43,95.92,1455.9,35.18,56.01,27854.76,-1933.37,0,0,2021.25,0.76587959,0.092912827,0.581451315,11536524.67,35,0.336742027,11.8,1.43,0,0,0
환인제약(주),A016580,2017,1,21,21,의료용물질및의약품제조업,C,C5,1996.7.3,,12.9,-30.98,5.09,15.23,10.43,4.65,20.04,18.37,11.73,280.13,9.65,46.71,-1.81,9.18,0,0,47.22,1.88,16.86,88.45,42.38,41.74,613.91,537.64,142.67,584.11,13.06,11.51,1.55,0,0.64,15.25,14.41,7.42,1.62,3.03,23.67,163.72,1745.27,43.97,43.77,28479.24,-2177.81,0,0,2286.71,0.852783096,0.101378194,0.619521227,12178474.1,36,0.335701149,20.72,1.88,0,0,0
환인제약(주),A016580,2018,1,21,21,의료용물질및의약품제조업,C,C5,1996.7.3,,4.68,-1.35,9.32,21.33,6.79,4.54,17.68,13.91,8.56,221.83,6.88,48.73,-1.69,9.3,0,100,47.22,1.76,21.29,90.23,38.47,37.82,794.01,684.53,162.8,626.63,10.83,9.11,1.71,0,0.62,15.94,14.07,6.55,1.52,3.91,21.53,159.44,1903.1,40.05,51.88,32131.62,-2175.35,0,0,2825.09,0.583213025,0.069448661,0.472950987,12213964.13,37,0.379875626,10.76,1.47,0,0,0
환인제약(주),A016580,2019,1,21,21,의료용물질및의약품제조업,C,C5,1996.7.3,,0,0,0,0,0,0,16.44,11.69,6.83,192.74,5.42,50.26,-1.54,12.35,1.3,0,47.22,1.67,24.44,90.02,36.4,35.66,828.41,714.37,72.67,691.24,11.08,9.02,2.07,0.51,0.58,16.41,17.35,5.64,1.59,4.18,20.32,162.65,1924.43,38.92,51.5,31907.85,-2074.07,0,0,3900.03,0.845118987,0.092617373,0.640802517,12649568.27,38,0.229543416,10.97,1.11,0,0,0
환인제약(주),A016580,2020,1,21,21,의료용물질및의약품제조업,C,C5,1996.7.3,,8.09,14.36,4.58,16.11,8.16,7.87,16.55,13.51,8.21,241.11,6.79,49.56,-1.14,12.75,1.68,0,47.22,1.55,19.35,90,38.84,38.04,802.08,679.48,134.98,711.16,11.11,9.01,2.1,0.66,0.6,17.7,19.03,5.63,1.6,4.2,21.17,179.91,1991.91,40.63,52,36274.53,-1644.7,0,0,4069.83,0.718028061,0.079692323,0.514751635,13687311.27,39,0.379261377,13.63,1.13,0,0,0
환인제약(주),A016580,2021,1,21,21,의료용물질및의약품제조업,C,C5,1996.7.3,,0,0,0,0,0,0,17.59,14.88,8.41,274.84,6.99,47.41,-1.2,12.32,3,0,47.22,1.45,17.38,89.82,34.92,34.37,784.5,678.53,207.3,656.7,11.34,9.74,1.6,0.49,0.56,18.33,18.87,5.43,1.6,3.94,20.7,180.64,1627.12,41.12,50.56,36964.06,-1769.08,0,0,4201.97,1.024888405,0.115074422,0.78508344,14491136.53,40,0.265438424,11.62,1.12,0,0,0
환인제약(주),A016580,2022,1,21,21,의료용물질및의약품제조업,C,C5,1996.7.3,,4.58,143.11,-18.56,13.18,5.23,11.9,14.99,11.93,7.36,246.61,5.89,50.34,-1.41,10.27,5.26,0,47.22,1.37,19.41,90.4,51.49,50.93,621.79,505.07,115.83,570.3,10.61,9.51,1.11,0.07,0.61,20.51,18.6,5.7,1.41,2.57,19.19,69.49,621.54,35.63,54.9,38914.89,-2448.23,0,0,4846.75,0.471958079,0.051757891,0.323086646,16138438.7,41,0.12545337,10.08,0.85,0,0,0
효성아이티엑스(주),A094280,2014,1,75,75,사업지원서비스업,N,,2007.10.25,,20.41,-34.46,32.81,42.83,36.08,9.97,4.06,3.06,25.85,141.65,9.14,90.66,-0.06,25.3,3.23,0,15.01,2.51,13.23,38.02,141.83,110.55,89.96,82.71,0.97,321.67,163.01,134.71,28.3,18.5,8.45,46.31,30,88.33,5.45,20.76,162.16,1525.32,3724.62,58.18,90.32,151218.97,-163.28,0,0,5346.91,0.047854682,0.084946829,0.036672872,24194967.4,18,0.720041844,28.06,8.21,0,0,0
효성아이티엑스(주),A094280,2015,1,75,75,사업지원서비스업,N,,2007.10.25,,16.41,9.57,8.38,8.31,28.95,9.72,3.53,2.35,16.51,119.36,6.74,91.92,0.04,25.85,3.25,0,19.91,2.63,20.84,42.12,135.59,113.62,86.23,79.29,0.77,289.96,137.44,118.11,19.34,18.3,7.03,50.81,24.31,79.1,5.08,27.45,156.12,1560.12,5402.93,59.42,92.2,173002.79,109,0,0,5165.3,0.143846287,0.213768686,0.112000811,26797490.03,19,0.491467037,21.02,4.72,0,0,0
효성아이티엑스(주),A094280,2016,1,75,75,사업지원서비스업,N,,2007.10.25,,1.81,3.59,7.16,4.64,4.95,7.79,3.32,2.15,14.12,117.88,6.47,91.89,0.16,23.66,4.34,0,39.05,5,38.63,43.41,126.35,108.92,90.95,83.8,11.56,415.43,130.35,114.34,16.01,17.37,6.56,54.77,28.09,80.13,5.01,27.8,166.96,1639.85,4369.81,60.03,92.43,188835.65,518.44,0,0,4933.12,0.184813129,0.247298421,0.139978485,29107204.47,20,0.326987029,19.47,2.87,0,0,0
효성아이티엑스(주),A094280,2017,1,75,75,사업지원서비스업,N,,2007.10.25,,20.55,13.72,30.12,53.85,17.56,16.06,3.09,2.41,16.48,153.25,7.33,91.84,0.1,23.41,3.55,0,97.63,10.66,70.22,42.33,121.11,107.65,93.04,84.39,1.07,403.09,136.22,123.72,12.5,15.89,6.84,63.57,31.99,71.65,5.53,29.67,155.97,1623.94,3887.34,58.24,92.45,212696.22,370.36,0,0,5229.54,0.058219852,0.077735515,0.039619727,33777376.8,21,0.379090522,21,2.95,0,0,0
효성아이티엑스(주),A094280,2018,1,75,75,사업지원서비스업,N,,2007.10.25,,-17.69,-1.31,-13.04,-24.83,-23.5,1.79,2.82,1.87,13.65,121.09,5.96,91.4,0.12,23.77,4.79,0,97.17,14.07,74.12,39.35,123.31,104.77,95.88,88.18,2.06,330.52,154.15,136.46,17.69,13.22,7.3,64.71,27.4,68.7,5.98,28.57,233.67,2029.03,5167.58,70.56,82.44,233890.46,485.26,26255.96,8469.2,5552.09,0.256822378,0.369797843,0.203994463,34097419.77,22,0.312679413,13.25,2.07,0,0,0
효성아이티엑스(주),A094280,2019,1,75,75,사업지원서비스업,N,,2007.10.25,,31.24,4.32,-4.19,18.52,8.28,-3.45,3.36,2.79,21.77,174.28,6.28,90.3,-0.53,58.03,5.63,100,97.05,12.37,47.66,32.46,192.26,127.72,73.51,66.2,0.68,498.59,208.04,157.51,50.53,34.08,7.8,62.48,33.42,70.73,4.9,27.18,170.41,1861.58,5517.43,69.94,81.78,222072.94,-2009.2,12495.98,8143.42,17100.69,0.200651364,0.3655188,0.186552909,33795030.6,23,0.307052618,26.89,4.34,0,0,0
효성아이티엑스(주),A094280,2020,1,75,75,사업지원서비스업,N,,2007.10.25,,1.48,14.29,-4.03,-23.49,-4.45,24.7,3.47,2.63,25.21,205.17,8.33,91.02,0.13,50.64,3.01,100,57.56,7.28,23.2,30.57,210.87,143.07,64.69,59.56,3.92,705.65,227.16,179.77,47.39,29.14,9.57,77.91,67.85,92.13,4.75,30.98,217.46,2109.23,7735.82,72.63,83.41,293276.14,615.58,12430.76,10618.32,18513.9,0.388862005,0.845321533,0.286794149,41253362.23,24,0.474155488,25.81,5.57,0,0,0
효성아이티엑스(주),A094280,2021,1,75,75,사업지원서비스업,N,,2007.10.25,,0,0,0,0,0,0,4.26,3.02,13.93,231.54,6.1,89.56,0.07,47.25,2.31,0,57.56,3.48,25.39,42.8,169.92,130.44,61.64,54.21,0.26,682.97,133.65,103.39,30.26,21.78,4.61,76.59,63.87,59.94,2.71,20.14,140.35,1433.68,6433.33,71.19,80.36,272265.61,343.67,12879.89,10296.68,23793.27,0.253714064,0.415855867,0.248068868,42743737.57,25,0.332992248,18.74,5.03,0,0,0
효성아이티엑스(주),A094280,2022,1,75,75,사업지원서비스업,N,,2007.10.25,,-26.75,-6.13,39.98,6.34,-36.36,7.43,4.37,2.92,17.65,240.13,7.58,89.42,0.19,52.04,3.59,0,57.56,5.48,23.71,37.18,128.74,103.8,96.75,87.89,19.24,824.91,168.93,144.91,24.02,25.31,6.05,82.28,68.33,62.42,3.93,22.32,201.28,1604.36,6261.43,69.61,80.24,285564.63,936.07,12247.32,10836.75,26728.11,0.185541842,0.273433109,0.183582631,43725514.37,26,0.219271289,11.21,1.56,0,0,0
효성중공업(주),A298040,2020,1,28,28,전기장비제조업,C,C10,2018.7.13,,-7.43,5.35,-21.57,4.23,-2.72,-21.09,1.48,-0.65,-2.48,-47.65,0.52,86.75,1.25,11.11,4.06,0,0,0,0,26.14,254.59,125.55,71.17,52.84,3.01,129.55,282.49,179.71,102.78,32.29,3.05,64,7.34,9.55,1.22,2.7,13.04,44.24,740.62,16.18,79.9,385881,39362,0,0,75672,0.134560901,0.394703452,0.463278299,310059114.2,3,0.771925183,44.08,0.64,0,0,0
효성중공업(주),A298040,2021,1,28,28,전기장비제조업,C,C10,2018.7.13,,0,0,0,0,0,0,3.88,2.47,6.18,123.56,2.75,86.94,1.09,10.09,3.15,0,0,0,0,25.78,237.3,118.4,80.33,59.07,4.17,110.65,287.86,187.44,100.42,31.79,2.98,66.38,5.92,7.49,1.26,2.46,15.05,50.46,926.23,19.56,67.13,406378,34117,0,0,70538,0.038660883,0.110287463,0.102992196,329100914.6,4,0.430905324,0,0.62,0,0,0
효성중공업(주),A298040,2022,1,28,28,전기장비제조업,C,C10,2018.7.13,,16.67,2.54,42.26,52.18,4.54,13.42,4.08,0.83,1.07,21.91,1.88,87.61,1.37,11.09,4.02,0,0,0,0,23.51,224.07,112.95,88.69,63.59,8.49,132.53,325.44,227.06,98.38,34.7,3.28,75.29,6.63,6.74,1.42,2.76,13.84,51.98,831.8,18.5,69.96,454414,52983,0,0,82253,-0.020411372,-0.062709945,-0.056042614,362581620.5,5,0.500354445,12.61,0.78,0,0,0
효성첨단소재(주),A298050,2020,1,20,20,화학물질및화학제품제조업;의약품제외,C,C5,2018.7.13,,-6.1,-5.62,-4.54,-31.23,-3.28,-21.58,1.43,0.28,0.02,0.35,2.18,91.29,1.9,15.15,2.8,0,0,0,0,16.04,377.14,179.29,59.64,39.02,2.99,217.26,523.6,413.24,110.35,67.79,6.09,106.9,13.11,6.01,1.6,1.93,21.88,50.21,97.73,21.72,56.9,295927,46663.45,0,0,176359,0.151601112,0.794363201,0.451169697,236006123.1,3,0.572176361,0,2.06,0,0,0
효성첨단소재(주),A298050,2021,1,20,20,화학물질및화학제품제조업;의약품제외,C,C5,2018.7.13,,0,0,0,0,0,0,12.16,9.17,41.51,1119.2,12.52,82.32,1.05,14.35,2.23,0,199.47,7.95,29.35,24.81,204.19,126.56,82.27,49.95,1.93,211.34,303.09,241.76,61.33,53.28,4.99,160.62,11.64,6.38,2.44,2.94,32.83,82.37,155.79,26.54,34.39,328365,34136,0,0,180503,0.112208594,0.425610939,0.237312146,280406985.4,4,0.604866065,33111.11,8.53,0,0,0
효성첨단소재(주),A298050,2022,1,20,20,화학물질및화학제품제조업;의약품제외,C,C5,2018.7.13,,0.89,9.82,-7.25,15.66,17.13,6.77,8.2,4.17,19.11,559.56,7.16,86.41,1.31,14.4,3.09,0,299.2,9.08,31.53,27.24,200.54,122.42,81.93,41.78,1.47,201.7,267.04,203.23,63.81,55.94,5.05,171.49,13.22,6.32,2.5,2.99,26.58,61.28,124.36,20.3,42.61,332291,48917,0,0,185531,0.162159263,0.460766175,0.418263443,284685718.5,5,0.441275392,5.94,2.47,0,0,0
효성티앤씨(주),A298020,2020,1,20,20,화학물질및화학제품제조업;의약품제외,C,C5,2018.7.13,,-12.41,-15.06,-13.55,-32.34,22.91,-13.73,5.16,3.26,25.1,632.2,7.2,90.34,0.96,14.14,3.29,0,99.72,4.32,34.61,25.33,217.13,135.99,75.56,54.47,7.27,164.63,294.79,235.11,59.67,48.51,7.95,238.54,11.66,11.75,3.12,3.8,25.36,58.07,100.83,13.88,32.39,231936,49489,0,0,211197,0.237811981,0.870082619,0.385218525,483898203.7,3,0.576384119,9.78,1.87,0,0,0
효성티앤씨(주),A298020,2021,1,20,20,화학물질및화학제품제조업;의약품제외,C,C5,2018.7.13,,60.28,24.66,105.02,184.51,136.37,66.54,16.56,11.73,76.22,3560.17,28.21,80.23,0.39,13.41,2.51,0,997.23,28.55,78.19,38.96,108.93,84.37,115.82,70.96,6.39,146.32,156.66,127.55,29.11,27.58,6.94,397.26,13.65,12.61,4.95,6.13,42.06,128.88,225.07,22.15,14.31,272452,28831,0,0,198212,0.264096608,0.519003407,0.262823553,652599195.8,4,0.576417135,16.44,3.75,0,0,0
효성티앤씨(주),A298020,2022,1,20,20,화학물질및화학제품제조업;의약품제외,C,C5,2018.7.13,,-4.56,12.8,-17.75,-12.26,-13.93,3.34,1.39,0.22,0.88,53.57,1.61,95.13,0.56,14.85,4.29,0,199.45,5.19,14.9,35.08,143.63,101.96,98.08,57.56,4.72,140.12,185.04,144.17,40.87,37.6,5.42,410.51,11.89,9.38,4.34,5.36,13.97,41.54,73.13,6.8,47.04,283946,51915,0,0,237141,0.105396456,0.178940102,0.161995833,644352814.6,5,0.452056567,1.96,1.06,0,0,0
효성화학(주),A298000,2020,1,20,20,화학물질및화학제품제조업;의약품제외,C,C5,2018.7.13,,17.15,32.8,-2.31,12.27,-11.51,0.26,3.35,-0.64,-2.71,-72.83,1.41,91.58,2.32,14.51,2.88,0,0,0,0,16.64,492.51,110.72,69.44,46.62,1.62,119.05,500.81,155.97,344.84,69.26,4.24,113.93,13.06,13.43,1.01,1.08,13.73,24.64,52.91,18.26,32.6,108174,43288,0,0,176938,0.092907963,0.392832609,0.353870676,153606955.9,3,0.69630117,5.66,1.1,0,0,0
효성화학(주),A298000,2021,1,20,20,화학물질및화학제품제조업;의약품제외,C,C5,2018.7.13,,26.43,13.77,83.05,180.11,24.63,34.99,6.06,2.87,15.58,441.45,3.81,89.84,1.43,10.55,1.84,0,0,0,0,16.41,450.41,114.47,73.64,36.62,3.21,91.36,509.47,216,293.46,66.47,5.43,153.79,12.87,9.02,1.16,1.19,15.43,21.89,42.7,19.22,26.92,126909,33952,0,0,192547,0.030052183,0.151947432,0.112194065,177382658,4,0.618549246,0,2.41,0,0,0
효성화학(주),A298000,2022,1,20,20,화학물질및화학제품제조업;의약품제외,C,C5,2018.7.13,,2.45,-0.05,2.8,-11.95,-77.14,17.35,-11.7,-14.2,-132.73,-2563.33,-10,108,2.88,12.93,4.4,0,0,0,0,3.66,2016.45,163.29,47.79,27.21,6.2,87.25,2631.81,1496.94,1134.87,81.8,9.34,180.47,11.08,7.63,1.26,1.32,2.13,3.29,6.99,2.32,190.95,127557,99620,0,0,287876,-0.048378352,-0.437494321,-0.197573479,206599322.7,5,0.529737895,4.49,0.63,0,0,0
흥아해운(주),A003280,2015,1,50,50,수상운송업,H,,1976.6.29,,21.93,49.36,-11.18,-12.92,3.39,2.42,2.51,1.24,6.18,24.83,4.06,93.8,2.17,4.76,8.33,0,1.38,0.36,6.62,21.86,378.65,123.85,51.92,47.54,7.76,60.44,357.39,151.66,205.73,32.82,4.96,19.95,16.05,68.48,1.47,2.09,13.11,21.49,3459743798,12.28,50.65,52570.08,18751.33,0,0,18964.51,0.061638239,0.199209684,0.158694004,71791245.7,55,0.540435473,8.61,0.96,0,0,1
(주)CMG제약,A058820,2014,5,21,21,의료용물질및의약품제조업,C,C5,2001.8.31,,3.86,74.3,-25.93,6.37,0.01,11.52,1.94,0.69,0.32,0.36,0.02,62.93,-0.64,6.88,8.3,0,0,0,0,84.39,60.75,60.32,324.58,268.23,101.24,285.31,18.5,17.79,0.71,2.66,0.46,0.53,5.27,4.77,0.96,1.54,12.16,37.8,132.06,31.04,79.3,5599.85,-147.32,215.13,0,1464.84,0.090719564,0.014793746,0.125764195,1741391.9,14,0.47422888,228,1.61,0,0,0
(주)CMG제약,A058820,2015,5,21,21,의료용물질및의약품제조업,C,C5,2001.8.31,,-2.64,-5.37,-7.17,11.04,-4.48,18.85,-9.51,-13.5,-7.62,-8.35,-6.42,63.74,-0.1,6.69,10.3,0,0,0,0,82.8,64.65,63.46,296.85,235.21,29,254.69,20.78,18.91,1.87,0.01,0.56,0.62,5.66,5.22,0.9,1.48,7.63,24.21,90.92,15.96,144.1,6218.5,-29.83,195.67,0,1890.05,0.256519198,0.050312426,0.32497631,2160224.133,15,0.75478031,1055,3.73,0,0,0
(주)CMG제약,A058820,2016,5,21,21,의료용물질및의약품제조업,C,C5,2001.8.31,,96.31,-5.14,199.84,17.2,116.01,21.92,5.25,5.24,2.34,3.51,1.88,59.64,-0.49,7.17,0,0,0,0,0,91.1,31.85,31.62,862.15,792.17,23.52,219.41,9.76,9.04,0.73,0,0.45,0.67,6.26,5.56,1.06,1.9,9.48,62.31,273.6,31.9,63.53,6682.92,-153.68,293.08,0,2100.67,0.338945202,0.044909072,0.375025688,2601971.333,16,0.776964841,0,6.35,0,0,0
(주)CMG제약,A058820,2017,5,21,21,의료용물질및의약품제조업,C,C5,2001.8.31,,-1.27,-4.28,3.12,23.63,-3.13,25.98,3.75,6.83,2.85,5.21,1.55,56.57,-2.82,7.04,0,0,0,0,0,89.39,28.94,28.72,746.28,673.66,34.9,215.55,11.87,11.11,0.76,0,0.42,0.76,6.55,5.81,1.37,2.51,12.51,84.87,389.08,33.01,64.09,8786.99,-1129.44,543.32,0,1854.79,0.181247937,0.019573673,0.181503538,3168911.433,17,0.588835959,328.42,6.71,0,0,0
(주)CMG제약,A058820,2018,5,21,21,의료용물질및의약품제조업,C,C5,2001.8.31,,4.39,6.71,0.18,8.45,6.16,20.05,5.15,12.16,6.01,11.14,4.97,54.4,-1.06,8.03,0,0,0,0,0,90.91,31.75,31.17,957.86,856.94,158.5,414.65,10,8.17,1.83,0,0.49,0.92,8.93,6.05,1.63,2.98,14.73,106.25,478.91,33.79,67.33,11342.93,-502.12,505.13,0,1846.11,0.080535126,0.008783214,0.066011445,3902679.5,18,0.60392047,0,4.56,0,0,0
(주)CMG제약,A058820,2019,5,21,21,의료용물질및의약품제조업,C,C5,2001.8.31,,68.07,39.67,85.06,5.56,73.26,17.56,4.44,5.2,2.15,4.93,1.28,50.66,-1.91,8.4,6,0,0,0,0,93.71,23.12,22.77,1618.07,1520.84,199.55,468.79,6.71,5.17,1.54,0.15,0.41,0.95,13.81,6.65,1.57,2.83,9.9,114.6,438.05,32.47,72.6,13817.61,-1091.09,477.47,0,2105.69,0.251158435,0.019873201,0.176205353,4729454.067,19,0.545217835,80.19,4.67,0,0,0
(주)CMG제약,A058820,2020,5,21,21,의료용물질및의약품제조업,C,C5,2001.8.31,,1.62,23.31,-3.06,66.28,0.54,9.96,2.83,0.33,0.12,0.31,-0.31,51.58,-1.23,8.92,5.88,0,0,0,0,92.72,27.26,27.17,1069.54,959.3,58.94,336.15,7.85,7.54,0.32,0.25,0.36,0.93,13,5.35,1.42,2.39,8.71,108.22,475.13,26.4,86.14,14661.14,-817.98,168.74,0,2435.53,0.223819789,0.016298789,0.174646436,5307670.167,20,0.503573666,231.2,4.46,0,0,0
(주)CMG제약,A058820,2021,5,21,21,의료용물질및의약품제조업,C,C5,2001.8.31,,1.95,2.61,-14.04,-12.3,1.97,7.78,2.39,4.56,1.73,4.56,0.71,51.85,-2.38,9.03,4.13,0,0,0,0,92.73,39.9,39.74,913.99,817.88,34.66,385.15,7.84,7.43,0.4,0.26,0.38,1,13.07,4.92,1.13,2.31,9.69,126.93,601.75,27.77,77.39,14931.5,-1763.99,208.37,0,2491.43,0.392283748,0.030771485,0.31507485,5731473.633,21,0.343822716,1917.5,2.94,0,0,0
(주)CMG제약,A058820,2022,5,21,21,의료용물질및의약품제조업,C,C5,2001.8.31,,7.07,22.79,7.64,61.19,0.14,18.31,3.63,-0.47,-0.21,-0.56,-1.13,50.24,-2.36,8.08,0.42,0,0,0,0,86.73,42.28,40.86,616.69,519.57,20.34,189.69,15.31,11.84,3.46,3.15,0.44,1.18,10.1,4.77,1.08,2.42,7.47,106.98,537.68,19.38,104.24,16607.87,-1947.87,243.82,0,2284.32,0.230837416,0.026714332,0.226552075,6542731.433,22,0.414444264,93.48,1.62,0,0,0
(주)ES큐브,A050120,2014,5,46,46,도매및상품중개업,G,,2002.4.25,,20.1,5.59,20.49,-2.89,0.17,-24.13,0.38,-1.38,1.15,2.63,-2.42,78.58,-1.29,26.15,0.54,0,0,0,0,87.66,20.95,20.54,769.89,668.53,425.42,284.54,14.07,12.1,1.98,4.74,0.97,2.44,41.31,7.2,4.64,19.86,10.2,251.09,857.87,12.98,82.73,4775.85,-637.54,436.64,0,1784.29,0.491862329,0.062813007,0.628837173,1872362.867,37,0.478840675,0,1.22,0,0,1
(주)가비아,A079940,2014,5,58,58,출판업,J,,2005.10.19,,8.02,0.14,12.05,0,9.56,13.8,10.42,8.4,8.18,52.36,6.84,56.29,-0.35,17.24,3.47,100,3.85,0.68,8.47,76.63,74.99,68.79,258.29,258.29,98,0,30.51,21.49,9.01,9.13,1.12,11.97,34.03,1718.42,1.46,2.17,34.68,92.13,1216.31,42.5,54.85,18747.79,-258.33,0,761.8,6565.12,0.710542855,0.225156242,0.779826531,6457184.867,16,0.434260183,13.81,2.09,0,0,0
(주)가비아,A079940,2015,5,58,58,출판업,J,,2005.10.19,,6.63,-0.49,24.61,0,12.25,13.95,12.38,9.31,11.99,84.57,8,54.64,-0.46,18.65,2.33,100,5.78,0.92,9.12,80.03,62.84,57.52,395.42,395.42,175.75,360.53,24.95,15.71,9.24,5.72,1.15,13.54,37.46,0,1.67,2.48,39.68,112.95,1815.71,45.5,51.97,21669.17,-385.42,0,873.98,7060.73,0.874964965,0.241318059,0.820417909,7195199.033,17,0.375118097,26.31,2.15,0,0,0
(주)가비아,A079940,2016,5,58,58,출판업,J,,2005.10.19,,19.71,17.08,15.32,0,4.78,11.49,12.28,9.96,10.68,81.52,8.5,53.83,-0.4,17.81,1.95,100,5.78,0.86,11.03,76.28,68.32,62.19,295.5,288.81,124.81,255.14,31.1,21.25,9.86,7.47,1.14,15.1,28.87,149.85,1.73,2.55,36.1,105.07,2491.32,44.44,58.27,26464.1,-369.99,0,950.7,7134.03,0.703178696,0.198518229,0.618074175,8553379.4,18,0.326911898,13.3,1.57,0,0,0
(주)가비아,A079940,2017,5,58,58,출판업,J,,2005.10.19,,6.03,5.16,9.75,22.86,5.42,13.74,10.94,8.32,8.88,71.28,7.21,51.9,-0.3,17.36,2.49,100,5.78,0.82,15.68,74.89,67.34,64.69,224.87,219.17,101.89,236.35,33.52,29.43,4.09,7.2,1.19,17.17,18.74,76.48,1.75,2.62,36.5,108.49,1454.76,41.89,59.97,29193.46,-325.63,0,1110.37,7536.18,0.645651927,0.208782794,0.6263137,9896883.733,19,0.244165506,13.88,1.5,0,0,0
