회사명,거래소코드,회계년도,소속코드,통계청 한국표준산업분류 코드 10차(대분류),산업코드,산업명,산업분류,산업분류_제조업,상장일,상장폐지일,총자본증가율,유형자산증가율,유동자산증가율,재고자산증가율,자기자본증가율,매출액증가율,매출액정상영업이익률,매출액순이익률,자기자본순이익률,자본금순이익률,기업순이익률,매출원가 대 매출액비율,금융비용 대 총비용비율,감가상각률,차입금평균이자율,사내유보율,평균배당률,자기자본배당률,배당성향,자기자본구성비율,비유동비율,비유동장기적합률,유동비율,당좌비율,현금비율,매출채권 대 매입채무비율,부채비율,유동부채비율,비유동부채비율,차입금의존도,자기자본회전률,자본금회전률,매입채무회전률,재고자산회전률,비유동자산회전률,유형자산회전율,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,인건비(백만원),금융비용(백만원),임차료(백만원),세금과공과(백만원),감가상각비(백만원),부채대비영업활동현금흐름,자본대비영업활동현금흐름,매출액대비영업활동현금흐름,3년지수가중평균매출액,업력,연 변동성,PER,PBR,건설업,부동산업,label
CS홀딩스(주),A000590,2021,1,71,71,전문서비스업,M,,1975.12.22,,9.26,2.9,-0.41,44.67,5.93,20.8,12.36,13.25,5.87,254.04,5.81,74.25,-0.96,19.41,1.67,0,9.84,0.34,24.44,88.26,52.73,50.73,647.77,493.15,334.23,223.73,13.3,9.35,3.95,1.15,0.52,27.55,18.91,4.17,1.07,4.56,15.13,153.13,1102.09,33.65,46.71,24998.44,-1380.37,0,757.96,3684.7,0.232860815,0.026699827,0.18941317,12770918.97,74,0.311451159,9.63,0.31,0,0,0
CS홀딩스(주),A000590,2022,1,71,71,전문서비스업,M,,1975.12.22,,2.94,-2.68,12.8,4.65,5.63,10.22,8.92,10.72,5.38,246.21,4.3,80.82,-1.99,19.14,3,100,9.67,0.33,19.62,90.75,45.65,44.22,928.03,722.51,501.84,330.09,10.2,6.96,3.24,1.06,0.55,30.36,19.57,3.8,1.11,5.03,13.52,143.32,1154.63,28.09,51.39,25298.75,-3364,0,824.42,3654.29,0.455867388,0.05335602,0.406648946,13475898.83,75,0.376544546,4.5,0.25,0,0,0
KG스틸(주),A016380,2014,1,24,24,1차금속제조업,C,C7,1986.2.3,,-35.25,-41.66,-15.59,-32.74,-95.79,-20.01,-5.29,-42.36,-199.87,-368.29,-25.37,96.5,3.92,9.34,7.93,0,0,0,0,2.05,3125.43,117.43,79.12,52.28,2.07,62.35,4783.09,2221.65,2561.44,66.99,4.33,8.74,3.1,5.87,1.03,1.08,-28.19,-47.21,-164.13,-31.64,0,100757,185784,9384,0,167288,-0.008794078,-0.045595606,-0.048740311,259899111.8,33,0.752688332,0,0.06,0,0,1
KISCO홀딩스(주),A001940,2014,1,24,71,전문서비스업,M,,1989.11.13,,0.17,-2.8,-4.98,-9.07,-1.03,-12.67,0.59,1.28,0.77,27.56,0.38,94.2,-0.83,7.88,2.72,0,14.9,0.55,29.05,81.86,63.77,60.83,337,243.69,35.74,186.95,22.16,17.33,4.84,1.12,1.02,62.75,8.96,6.05,1.65,1.97,9.53,24.02,43.97,11.34,64.18,84390.32,-9640.46,0,0,36577.61,0.159364121,0.03462778,0.137784429,81986331.13,59,0.273314708,11.89,0.27,0,0,0
KISCO홀딩스(주),A001940,2015,1,24,71,전문서비스업,M,,1989.11.13,,1.99,-2.85,9.91,-38.36,7.45,-6.21,8.31,7.18,6.42,236.49,4.87,85.77,-1,8.15,1.62,0,14.9,0.52,13.86,85.43,56.76,54.66,456.05,385.24,56.58,241.1,17.06,13.22,3.84,0.09,0.93,58.86,10.52,7.37,1.55,1.9,15.45,38.75,80.34,19.99,43.05,93565.47,-10222.36,0,0,35430.61,0.885261579,0.172916039,0.780376863,94525861.47,60,0.317039017,37.36,0.35,0,0,0
KISCO홀딩스(주),A001940,2016,1,24,71,전문서비스업,M,,1989.11.13,,6.17,-3.8,20.14,6.74,6.33,-2.7,8.23,7.36,6.31,248.27,4.64,85.65,-1.09,8.51,2.09,0,14.9,0.51,23.28,85.27,48.91,47.04,513.76,442.89,58.52,210.54,17.27,13.31,3.96,0.22,0.85,57.27,11.1,9.09,1.62,1.91,14.45,39.96,84.89,20.41,42.29,91306.88,-10625.31,0,0,34846.64,0.541021672,0.092875964,0.403217284,92330731.77,61,0.249364504,4.28,0.32,0,0,0
KISCO홀딩스(주),A001940,2017,1,24,71,전문서비스업,M,,1989.11.13,,-0.35,-26.23,20.96,6.14,1.43,15.42,7.97,-0.59,1.71,69.66,-1.25,87.02,-0.91,10.95,2.61,0,20.7,0.7,31.87,84.55,34.58,34.06,500.19,439.65,70.55,163.71,18.27,16.73,1.54,0.32,0.96,66.1,10.15,9.86,2.31,2.59,7.07,26.31,90.69,8.62,85.15,89610.83,-11377.48,0,0,36070.35,0.669482004,0.118945334,0.456818595,100692032.2,62,0.183055738,4.95,0.37,0,0,0
KISCO홀딩스(주),A001940,2018,1,24,71,전문서비스업,M,,1989.11.13,,3.79,-1.95,6.11,8.59,2.47,7.66,4.74,2.76,3.29,137.23,1.68,90.52,-0.85,10.64,7.13,0,23.18,0.77,36.01,82.78,33.41,32.79,462.03,404.8,66.56,162.98,20.81,18.92,1.89,0.37,1.04,71.16,9.49,9.89,3.05,3.31,10.49,42.02,151.72,12.33,54.76,88768.26,-10869.53,0,0,26356.89,0.312172751,0.061025587,0.213490866,112437152.2,63,0.328817285,16.31,0.33,0,0,0
KISCO홀딩스(주),A001940,2019,1,24,24,1차금속제조업,C,C7,1989.11.13,,0.79,3.27,-2.06,-5.96,4.96,-10.02,4.87,5.32,5.58,240.85,3.29,90.34,-1.05,11.09,3.14,0,23.18,0.76,33.1,85.25,34.84,33.9,567.04,499.6,62.43,195.36,17.31,14.54,2.76,1.63,0.91,64.03,10.03,8.81,2.66,2.96,11.75,45.57,148.78,15.47,46.54,85188.02,-11819.08,0,0,26955.38,0.27209891,0.051762879,0.243906771,104352889.3,64,0.222284035,7.72,0.3,0,0,0
KISCO홀딩스(주),A001940,2020,1,24,24,1차금속제조업,C,C7,1989.11.13,,0.47,-5.43,3.79,-20.85,3.16,-10.01,7.77,3.43,4.16,186.86,1.52,84.77,-1.23,9.5,2.41,0,24.35,0.79,35.69,85.31,32.09,31.31,577.55,525.17,68.24,227.68,17.21,14.74,2.47,0.85,0.8,57.62,12.82,9.13,2.39,2.7,11.53,47.57,157.05,16.95,57.96,104606.16,-12689.14,0,0,23040.31,0.621448273,0.107263482,0.518828532,97708942.77,65,0.315528942,4.88,0.32,0,0,0
KISCO홀딩스(주),A001940,2021,1,24,24,1차금속제조업,C,C7,1989.11.13,,7.89,-1.44,10.75,48.46,12.47,48.5,12.7,11.28,12.69,615.53,10.28,83.17,-0.8,10.01,2.57,0,29.99,1,47.58,84.16,30.24,29.48,545.74,479.39,21.12,154.49,18.82,16.23,2.59,0.67,1.15,85.56,15.55,12.35,3.69,4.15,20.02,90.09,291.11,21.38,26.1,88208.59,-11118.4,0,0,23250.05,0.535982728,0.096701742,0.28962506,122630070.1,66,0.330535527,6.44,0.32,0,0,0
KISCO홀딩스(주),A001940,2022,1,24,24,1차금속제조업,C,C7,1989.11.13,,2.83,-1.67,2.43,-3.43,10.49,14.53,10.93,6.84,7.99,431.87,6.08,85.31,-1.18,10.28,3.42,0,44.99,1.49,71.25,86.19,29.87,29.26,616.9,546.19,42.05,377.47,16.02,13.97,2.06,0.75,1.24,98,19.39,12.04,4.13,4.83,16.38,76.85,246.17,15.7,34.63,98459.17,-19918.48,0,0,23438.65,0.387382351,0.067347999,0.253930678,128818213,67,0.310078616,1.93,0.23,0,0,0
LS일렉트릭(주),A010120,2014,1,28,28,전기장비제조업,C,C10,1994.7.11,,9.19,2.16,13.38,-17.41,7.2,-2.46,6.87,4.58,11.13,71.21,5.77,81.62,0.97,12.71,3.91,0,25.42,3.99,40.6,43.3,89.73,57.25,190.25,167.51,45.07,233.62,130.95,74.23,56.72,32.96,2.39,15.29,10.85,12.38,2.61,3.42,23.4,84.82,319.42,23.4,52.22,280345,21767.96,16963,0,88640.47,0.131052079,0.168912865,0.262839159,210275190.3,41,0.205791238,15.05,1.94,0,0,0
LS일렉트릭(주),A010120,2015,1,28,28,전기장비제조업,C,C10,1994.7.11,,-1.86,-5.08,-0.61,-3.66,2.05,-4.02,7.01,3.2,7.01,46.86,3.99,80.29,0.93,12.86,3.44,0,19.55,3.01,42.22,45.06,84.49,52.48,225.59,199.46,46.29,256.34,121.91,60.91,60.99,32.87,2.19,14.68,10.31,13.38,2.52,3.33,24.38,85.89,394.57,24.94,56.19,308497,20135,16928,0,89821.35,0.079043097,0.099893021,0.170619885,204557323.2,42,0.341837584,12.63,1.39,0,0,0
LS일렉트릭(주),A010120,2016,1,28,28,전기장비제조업,C,C10,1994.7.11,,0.45,-5.16,1.66,-9.13,5.07,0.54,5.62,3.65,7.77,53.81,4.32,81.35,0.75,13.14,3.19,0,15.64,2.33,40.53,47.13,79.2,53.4,208.28,186.71,49.98,251.79,112.16,63.84,48.32,30.17,2.13,14.76,10.48,14.36,2.6,3.53,23.77,89.05,444.24,24.29,58.17,312721,16838.57,16765,0,89271.05,0.19914172,0.232825422,0.365128875,210491397.6,43,0.305035116,16.58,1.18,0,0,0
LS일렉트릭(주),A010120,2017,1,28,28,전기장비제조업,C,C10,1994.7.11,,-0.26,-5.42,-0.1,13.75,7.62,5.88,6.76,4.52,9.51,70.06,5.22,81.39,0.51,13.87,2.84,0,21.51,2.98,34.02,50.9,73.14,52.29,217.93,192.24,40.24,272.16,96.48,56.6,39.88,28.74,2.12,15.62,11.28,14.94,2.78,3.95,25.78,101.86,543.42,24.81,56.18,326679,11972.01,16467,0,87858.06,0.125550935,0.130609626,0.239161512,206298465,44,0.231145286,23.66,1.83,0,0,0
LS일렉트릭(주),A010120,2018,1,28,28,전기장비제조업,C,C10,1994.7.11,,6.65,-4.1,8.47,17.78,12.99,6.03,8.25,5.32,10.78,87.7,6,80.73,0.31,14.35,2.67,0,23.46,2.89,29.47,53.93,67.03,50.99,219.39,191.3,65.07,266.79,85.42,53.96,31.46,25.36,2.03,16.57,12.32,13.67,2.91,4.39,25.82,113.45,568.44,24.99,53.62,332999,7654.01,16628,0,86013.3,0.184703233,0.167365436,0.324647564,209752799.4,45,0.460883356,13.68,1.28,0,0,0
LS일렉트릭(주),A010120,2019,1,28,28,전기장비제조업,C,C10,1994.7.11,,5.5,0.01,8.52,-0.17,5.1,-5.56,7.18,4.39,7.82,69.25,4.4,80.55,0.24,16.24,2.59,0,23.46,2.73,32.18,53.69,63.94,48.83,221.14,195.1,70.91,208.13,86.26,55.32,30.95,24.46,1.76,15.65,10.15,11.95,2.7,4.24,23.89,115.5,611,25.84,57.09,346175,5634.75,12680,0,94926.6,0.18922601,0.162456467,0.309034178,219881183.4,46,0.249419609,12.17,1.27,0,0,0
LS일렉트릭(주),A010120,2020,1,28,28,전기장비제조업,C,C10,1994.7.11,,0.09,0.64,-1.03,-9.9,3.74,2.38,5.57,3.56,6.15,56.78,3.58,81.93,0.23,16.5,2.36,0,21.51,2.37,30.37,55.64,63.01,46.97,256.08,228.63,106.05,257.16,79.73,45.58,34.15,24.72,1.73,16.02,10.67,12.88,2.73,4.33,22.84,105.89,506.23,24.15,59.49,345144,5509.87,4913,0,96732.51,0.250957714,0.208130472,0.473438618,213650191.8,47,0.518735389,17.81,1.39,0,0,0
LS일렉트릭(주),A010120,2021,1,28,28,전기장비제조업,C,C10,1994.7.11,,10.09,1.25,14.42,47.84,4.97,11.05,5.81,3.2,5.86,56.49,3.39,81.75,0.19,17.29,2.21,0,19.55,2.09,41.3,52.68,61.69,46.58,223.32,192.39,83,196.84,89.81,57.37,32.44,25.61,1.85,17.79,11.39,12.17,2.97,4.76,21.59,110.84,546.73,22.63,63.13,381117,5086,5341,0,101455.83,0.082885384,0.070348719,0.134862034,233127612,48,0.314544232,19.21,1.19,0,0,0
LS일렉트릭(주),A010120,2022,1,28,28,전기장비제조업,C,C10,1994.7.11,,18.81,9.56,24.02,76.06,4.85,26.56,5.55,2.7,5.95,60.2,3.14,82.33,0.14,17.53,2.52,0,21.53,2.21,47.9,46.63,63.35,50.79,168.41,135.3,40,197.12,114.47,89.73,24.74,27.15,2.23,22.51,10.57,9.36,3.57,5.71,19.74,113.93,554.19,19.42,63,413177,4955.22,8535,0,102179.72,-0.093932599,-0.0962358,-0.156453733,270917186.7,49,0.40801111,19.52,1.12,0,0,0
STX엔진(주),A077970,2016,1,29,29,기타기계및장비제조업,C,C10,2004.5.10,,0,0,0,0,0,0,0.78,-5.28,-26.06,-40.43,-1.03,90.79,3.36,12.45,4.79,0,0,0,0,12.92,354.64,196.74,70.63,41.6,16.51,200.09,674.01,593.75,80.26,53.07,4.94,7.66,9.78,2.87,1.39,1.87,7.73,23.24,494.27,12.12,75.07,48203.29,19394.86,0,1123.94,14224.62,0.041755545,0.277961206,0.203207055,69538232.13,13,0.890770005,3.61,1.49,0,0,1
STX중공업(주),A071970,2014,1,29,29,기타기계및장비제조업,C,C10,2009.5.15,,-11.49,-11.77,-13,0.65,-101.86,-7.89,-4.4,-12.42,-213.74,-44.02,-4.19,97.01,4.85,7.13,6.87,0,0,0,0,0,0,0,99.47,77.66,5.52,73.96,0,0,0,60.88,0,3.54,3.63,7.22,1.13,1.42,4.9,10.91,42.94,7.2,114.94,83773.77,59502.36,18037.12,5450.72,34271.6,-0.054248832,-1.404796827,-0.23135508,101897221.6,14,0.489596551,0,0,0,0,1
가온전선(주),A000500,2014,1,28,28,전기장비제조업,C,C10,1987.6.8,,-5.29,-4.07,-8.95,7.26,-2.56,-0.97,1.29,-0.06,-0.13,-1.68,0.9,95.29,0.58,12.88,4.2,0,11.33,0.87,452.71,51.56,91.04,66,183.68,140.29,14.3,239.19,93.97,56.04,37.93,23.37,3.33,42.72,13.08,14.35,3.69,4.02,9.98,23.55,276.84,5.74,72.28,36870.44,5316.82,1821.43,0,6956.09,0.077755402,0.075432385,0.101219451,69665079.1,67,0.30071508,10.98,0.38,0,0,0
가온전선(주),A000500,2015,1,28,28,전기장비제조업,C,C10,1987.6.8,,1.8,-1.78,3.96,-7.28,-0.43,-12.12,1.26,0.27,0.77,9.69,1.21,94.93,0.51,12.85,3.58,0,11.33,0.9,155.29,50.45,90.8,65.71,178.94,141.24,22.04,230.56,98.22,60.03,38.19,24.27,2.97,37.54,11.74,12.64,3.26,3.64,8.9,21.75,284.07,5.93,66.5,30789.49,4123.07,1852.33,0,6365.1,0.144177511,0.138535539,0.208042321,64232744.97,68,0.308077968,0,0.33,0,0,0
가온전선(주),A000500,2016,1,28,28,전기장비제조업,C,C10,1987.6.8,,-0.24,-0.76,1.22,-5.58,0.7,-4.03,2.24,0.53,1.46,18.41,1.38,94.33,0.42,13.21,3.57,0,11.33,0.9,103.06,50.96,88.34,69.42,156.42,125.67,21.11,156.05,96.25,68.98,27.27,15.96,2.84,36.03,8.78,12.97,3.17,3.53,9.39,23.15,320.57,6.51,70.15,34218.25,3202.12,1466.48,0,6081.26,0.147226388,0.143147162,0.196516224,62770420.8,69,0.226845099,43.27,0.35,0,0,0
가온전선(주),A000500,2017,1,28,28,전기장비제조업,C,C10,1987.6.8,,3.8,-0.57,2.1,20.09,-1.71,11.68,0.94,0.17,0.54,6.72,0.84,95.51,0.35,13.81,3.54,0,11.33,0.91,279.94,48.26,95.14,71.56,150.93,116.04,10.66,161.83,107.2,74.25,32.95,19.82,3.19,40.24,7.59,13.55,3.48,3.97,9.22,23.78,430.21,5.94,74.75,37157.84,3015.84,1938.03,0,6013.16,-0.056955382,-0.057911238,-0.074434132,64896731.43,70,0.204008151,23.54,0.36,0,0,0
가온전선(주),A000500,2018,1,28,28,전기장비제조업,C,C10,1987.6.8,,-2.31,-0.76,-4.69,-6.19,0.11,0.44,0.62,0.01,0.04,0.45,0.69,95.78,0.42,13.63,3.69,0,11.33,0.91,648.96,49.46,95.49,65.61,188.36,145.5,19.37,150.98,102.18,56.64,45.54,18.53,3.23,40.41,7.48,12.87,3.39,4.02,9.48,23.97,445.3,5.94,74.97,37425.43,3584.98,1923.87,0,5693.89,0.101441194,0.10619803,0.137781957,66644016.6,71,0.404345874,47.75,0.27,0,0,0
가온전선(주),A000500,2019,1,28,28,전기장비제조업,C,C10,1987.6.8,,-2.64,2.28,-4.7,-9.69,-0.95,-1.24,0.86,0.66,2.12,26.27,1.56,95.3,0.31,15.14,2.79,0,11.34,0.92,40.26,50.09,96.52,71.93,157.54,123.57,3.74,185.56,99.66,65.47,34.19,21.35,3.21,39.91,8,13.8,3.34,3.94,10.69,25.71,541.65,6.6,69.83,38250.99,2665.71,1135.36,0,6664.2,-0.040158673,-0.040531396,-0.046898106,70911476.27,72,0.252899488,970.83,0.37,0,0,0
가온전선(주),A000500,2020,1,28,28,전기장비제조업,C,C10,1987.6.8,,5.83,4.72,7.94,23.17,2.66,3.27,1.48,1.11,3.65,45.7,2.54,94.41,0.44,15.9,3.48,0,11.34,0.9,30.33,48.59,97.39,73.3,148.61,112.05,5.27,207.01,105.82,72.96,32.86,23.69,3.3,41.22,9.66,13.46,3.4,3.93,12.48,30.41,646.99,7.9,64.4,43599.64,3885.61,370.06,0,7947.54,0.037494221,0.038535838,0.049142921,69719048.1,73,0.499156444,15.67,0.35,0,0,0
가온전선(주),A000500,2021,1,28,28,전기장비제조업,C,C10,1987.6.8,,0,0,0,0,0,0,1.55,0.55,2.18,28.14,1.46,94.23,0.34,14.56,2.19,0,7.94,0.62,18.82,40.69,95.86,62.32,163.03,119.62,10.84,144.08,145.78,91.95,53.82,26.97,3.99,51.46,6.73,10,4.16,4.6,10.31,29.56,562.33,6.35,69.03,46895.48,3747.17,461.98,0,8069.3,-0.033691709,-0.042441201,-0.037812478,85027297.97,74,0.520160491,9.84,0.38,0,0,0
가온전선(주),A000500,2022,1,28,28,전기장비제조업,C,C10,1987.6.8,,14.17,1.05,22.35,18.29,13.04,32.33,2.01,0.74,3.66,39.79,2.25,93.75,0.37,14.59,3.19,0,0.49,0.05,2.21,40.28,85.98,60.18,154,114.35,17.44,126.19,148.24,105.36,42.87,23.89,4.96,53.86,7.88,12.13,5.47,6.05,10.68,34.24,540.33,5.67,65.49,52602.16,5404.73,629.83,0,8388.16,0.060621929,0.0891641,0.071930547,102440580,75,0.460253362,15.18,0.33,0,0,0
강남제비스코(주),A000860,2016,1,20,20,화학물질및화학제품제조업;의약품제외,C,C5,1975.11.16,,7.41,17.19,3.67,5.21,6.71,-1.22,9.44,11.95,7.71,533.54,6.01,79.58,-0.81,11.4,2.08,0,50,0.99,14.53,82.76,68.86,63.46,421.65,353.99,136.42,159.72,20.83,12.33,8.5,0.86,0.65,44.66,7.75,7.69,0.95,2.42,16.1,82.47,1038.22,31.11,46.66,42139,-2144.76,0,0,4712,0.278349589,0.056924913,0.582949344,14412735.1,65,0.221578017,5.84,0.54,0,0,1
경남기업(주),A000800,2014,4,41,41,종합건설업,F,,1973.2.22,2015.4.15,-10.27,-3.95,-16.9,-45.83,-247.42,14.59,-21.43,-35.42,0,-314.31,-12.41,117.38,7.69,6.26,8.49,0,0,0,0,0,0,0,88.05,83.67,8.68,34.74,0,0,0,76.74,0,8.94,2.99,22.76,0.77,2.27,-1.51,-9.89,-26.24,-2.83,0,67304.33,125705.64,51837.04,38334.78,22237.72,-0.113482964,6.358598349,-1.758137643,56277262.2,64,0.675787299,0,0.63,1,0,1
경남에너지(주),A008020,2014,4,35,35,"전기,가스,증기및공기조절공급업",D,,1994.8.12,2016.5.19,7.34,3.95,16.14,219.26,-2.46,7.05,1.95,2.62,8.06,143.11,3.65,88.47,0,7.88,5.65,0,17.67,1.09,13.37,43.19,136.92,90.63,117.59,117.28,17.14,80.45,131.55,80.48,51.07,10.36,3.08,54.71,4.68,1935.46,2.3,2.63,13.3,25.63,28.64,9.87,36.97,32429.97,-1.47,0,0,28556.61,0.157825849,0.190812944,0.207713529,84550028.53,43,0.19389344,9.49,0.61,0,0,0
경남에너지(주),A008020,2015,4,35,35,"전기,가스,증기및공기조절공급업",D,,1994.8.12,2016.5.19,0,0,0,0,0,0,2.73,3.11,6.96,109.15,3.53,86.48,-0.24,7.66,23.47,0,17.27,1.1,15.49,54.92,118.73,91.47,121.18,120.72,30.51,81.26,82.07,52.28,29.8,0.65,2.24,35.14,5.26,935.17,1.89,2,14.44,23.56,26.22,11.73,31.6,26869.6,-1730.41,0,0,29837.26,0.153126307,0.161158743,0.251359711,75322052.17,44,0.283440962,10.7,1.21,0,0,0
경인전자(주),A009140,2018,1,26,26,"전자부품,컴퓨터,영상,음향및통신장비제조업",C,C8,1989.6.20,,-4.06,-3.49,-6.4,-33.51,-2.52,-16.13,-9.43,-3.69,-1.23,-8.67,-2.1,85.11,-2.61,10.82,0,100,4.26,0.63,191.16,95.17,24.96,24.69,2001.55,1929.22,1103.43,228.99,5.08,4,1.07,0,0.33,2.35,9.99,9.32,1.38,4.28,7.74,104.9,296.69,24.08,107.6,4784.15,-550.23,0,393.55,473.76,-0.055369305,-0.003285205,-0.042571169,1566930.9,46,0.652269824,0,0.61,0,0,1
계룡건설산업(주),A013580,2014,1,41,41,종합건설업,F,,1996.1.30,,-16.44,-20.46,-22.33,-62.81,-31.43,3.04,-6.35,-6.8,-35.34,-249.79,-6.61,99.63,1.18,9.45,5.18,0,0,0,0,24.36,153.96,108.18,95.66,88.47,10.61,100.24,310.44,268.12,42.32,35.37,4.43,36.58,6.1,15.23,3.44,9.86,3.12,26.5,17104.95,2.37,384.87,148674.63,21106.48,0,0,9437.15,-0.000957535,-0.002576279,-0.002440368,131846351.2,48,0.515397233,0,0.23,1,0,0
계룡건설산업(주),A013580,2015,1,41,41,종합건설업,F,,1996.1.30,,-1.1,-1.57,-4.1,89.53,7.11,-6.8,2.37,1.11,5.89,35.09,2.5,92.89,0.91,9.3,4.37,0,0,0,0,25.96,151.81,110.72,94.07,80.11,17.48,68.99,285.22,248.11,37.11,32.08,4.91,34.09,6.14,18.09,3.21,10.45,16.07,137.19,81093.14,12.93,77.18,151933.4,13826.91,0,0,9868.6,0.151418435,0.450469063,0.305501025,145811270.7,49,0.417356315,0,0.35,1,0,0
계룡건설산업(주),A013580,2016,1,41,41,종합건설업,F,,1996.1.30,,23.58,1.03,35.68,90.2,4.88,28.67,3.96,0.95,5.91,37.28,2.21,92.18,0.6,8.33,4.37,100,0,0,0,21.77,153.8,114.8,93.91,74.36,21.26,68.63,359.44,325.47,33.97,27.52,6.05,43.86,6.83,12.25,3.96,13.49,14.67,153.37,163999.64,11.34,74.47,165404.77,11703.5,0,0,8746.65,0.120495007,0.389183574,0.202486316,175300562,50,0.333793414,7.7,0.46,1,0,0
계룡건설산업(주),A013580,2017,1,41,41,종합건설업,F,,1996.1.30,,4.59,37.75,0.76,72.73,17.16,14.41,5.13,2.52,16.7,117.12,4.43,89.9,0.56,8.74,3.77,100,0,0,0,24.15,148.67,92.12,105.04,67.56,16.44,62.24,314.02,252.63,61.39,31.66,6.3,50.18,6.72,7.84,4.17,12.91,18.59,153.33,408644.7,13.14,65.54,192915.1,12106.62,0,0,9677.36,-0.048974173,-0.164083536,-0.095460257,194612029.3,51,0.25236923,8.89,0.54,1,0,0
계룡건설산업(주),A013580,2018,1,41,41,종합건설업,F,,1996.1.30,,9.05,-0.16,6.3,-13.93,15.81,2.31,6.7,4.12,24.46,199.73,6.5,88.76,0.6,9.05,3.48,100,9.92,1.31,6.94,25.48,147.28,89.87,107.26,76.28,25.32,77.6,292.48,228.6,63.88,30.71,5.58,51.34,7.07,6.81,3.77,11.41,21.05,182.29,161261.93,15.85,58.66,213114.21,13019.94,0,0,10959.76,0.083688265,0.253152607,0.158068702,212367753.2,52,0.541084987,3.56,0.57,1,0,0
계룡건설산업(주),A013580,2019,1,41,41,종합건설업,F,,1996.1.30,,16.25,12.3,18.43,32.56,15.84,-0.74,5.97,3.28,16.94,160.26,4.72,89.56,0.63,19.91,3.09,100,11.9,1.29,6.4,25.05,145.13,85.47,110.76,74.95,29.8,43.38,299.22,229.41,69.81,38.72,4.83,50.96,6.99,6.28,3.3,10.68,18.26,163.57,227410.08,16.1,61.51,225382.56,13548.42,0,0,25826.85,0.009741191,0.028840977,0.020447319,217397215.3,53,0.270387742,1.94,0.46,1,0,0
계룡건설산업(주),A013580,2020,1,41,41,종합건설업,F,,1996.1.30,,3.17,-2.38,5.85,4.15,21.98,-3.33,7.95,4.34,18.69,210.63,5.54,87.34,0.86,22.23,2.85,100,11.9,1.03,5.22,29.27,118.53,68.79,131.76,89.84,36.56,44.41,241.62,169.32,72.31,35.12,3.97,49.27,7,5.22,3.04,9.88,19.18,182.41,375052.36,18.05,57.89,229868.96,17510.98,0,0,28102.26,0.130554624,0.349543871,0.312266556,213777886.7,54,0.663562674,3.35,0.55,1,0,0
계룡건설산업(주),A013580,2021,1,41,41,종합건설업,F,,1996.1.30,,12.4,2.04,18.21,23.22,26.39,16.45,9.09,6.11,24.9,349.14,7.87,86.89,0.71,22.22,3.73,0,15.87,1.08,4.73,32.42,96.63,59.03,146.32,97.8,35.59,32.12,208.49,144.79,63.7,29.06,3.77,57.37,7.46,5.34,3.54,11.52,21.42,232.97,984313.42,19.46,48.97,244065.58,16620.38,0,0,25600.57,0.080630125,0.180006894,0.145267572,246835042.4,55,0.393299508,2.97,0.53,1,0,0
계룡건설산업(주),A013580,2022,1,41,41,종합건설업,F,,1996.1.30,,10.01,0.77,6.6,23.68,6.92,15.14,4.5,2.05,8.36,135.44,3.33,90.88,0.74,19.53,4.12,100,9.92,0.63,7.61,31.36,106.69,70.33,126.92,78.08,23.97,26.1,218.91,167.21,51.7,29.84,3.79,66.06,7.12,4.98,3.72,13.09,16.48,217.6,7033316563,14.31,67.12,283255.76,21139.8,0,0,21066.93,0.017215253,0.036816404,0.033809932,266946267.1,56,0.408771133,1.03,0.23,1,0,0
계양전기(주),A012200,2014,1,29,29,기타기계및장비제조업,C,C10,1988.7.6,,12.96,14.56,-5.03,22.3,2.51,9.83,1.45,2.27,4.3,38.24,3.15,80.58,-0.15,11.34,8.63,0,9.04,0.99,29.12,74.87,57.71,55.52,256.13,160.48,27.95,171.88,33.56,29.61,3.94,0.73,1.9,16.85,11.79,7.28,3.9,4.79,28.44,94.54,231.85,20.27,78.5,45591.09,-443.81,0,0,5513.95,0.213659042,0.058665073,0.128402574,21487960.23,38,0.366817067,23.49,0.94,0,0,1
고려개발(주),A004200,2014,4,41,41,종합건설업,F,,1978.10.30,2020.7.21,-7.04,-15.92,-8.98,-22.3,-52.22,-7.73,2.4,-8.99,-70.12,-61.72,-6.25,91.87,1.6,4.99,3.32,0,0,0,0,7.44,472.31,217.47,77.37,64.61,7.99,24.06,1244.74,1127.55,117.19,52.29,7.8,6.87,5.83,7.33,2.51,147.76,1.74,314.57,46055.72,1.94,398.6,53238,12077.02,0,9872,453,0.046740724,0.375111645,0.168137921,71036338.07,50,0.490021463,0,0.34,1,0,0
고려개발(주),A004200,2015,4,41,41,종합건설업,F,,1978.10.30,2020.7.21,-16.51,-14.69,-21.71,-7.34,0,-11.61,-13.14,-19.73,0,-119.8,-15.44,106.04,1.51,5.07,3.34,0,0,0,0,0,0,0,140.12,112.77,16.02,20.34,0,0,0,61.39,0,6.07,4.18,7.69,2.34,154.31,-10.14,-1788.59,-462769.89,-10.67,0,56492,11390.78,0,10874,441,0.031180031,-5.73886094,0.14655987,60374881.83,51,0.558969956,0,1.66,1,0,0
